2025-05-20 20:46:20,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:46:20,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:46:21,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:46:21,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:46:30,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:31,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:46:32,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:32,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:46:32,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:46:32,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
